|Chercheurs _Inserm_ETP|Chercheurs _Inserm_PP|Cherceurs_CNRS_ETP|Cherceurs_CNRS_ETP|Chercheurs_autres_ETP|Chercheurs_autres_PP|Post-Doctorants_ETP|Post-Doctorants_PP|Doctorants_ETP|Doctorants_PP|CDI_Chercheurs_ETP|CDI_Chercheurs_PP|CDD_Chercheurs_ETP|CDD_Chercheurs_PP|Ens-Chercheurs_ETP|Ens-Chercheurs_PP|PU-PH_ETP|PU-PH_PP|Hosp-Autres_ETP|Hosp-Autres_PP|IR_Inserm_ETP|IR_Inserm_PP|IR_non_Inserm_ETP|IR_non_Inserm_PP|IngT _ETP|IngT _PP|CDD_IR_ETP|CDD_IR_PP|CDD_Autres_ETP|CDD_Autres_PP|Admin_ETP|Admin_PP|etp_total
U1148-4|5|5|||||4|4|6|6|0|0|1|1|1|2|2,2|9|0,15|3|||1|1|7,6|8|0|0|2|2|||29,95
U1148-5|||1|1|||0|0|0|0|0|0|0|0|||2,4|10|3,9|8|||||2,3|3|0|0|1|1|||10,6
U1148-6|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1149-1|1|1|1|1|||1|1|1|1|0|0|1|1|0,5|1|1,5|5|1,5|3|||||1|1|0|0|1|1|||10,5
U1149-10|4,5|5|1|1|||1|1|1|1|0|0|1|1|||1,75|7|0,25|1|||||1,8|2|0|0|0|0|||12,3
U1149-11|2|2|||||0|0|2|2|0|0|0|0|0,25|1|2,15|8|0,25|1|||||4,5|5|0|0|1|1|||12,15
U1149-12|1|1|||||1|1|1|1|0|0|0|0|||1,6|6|0|0|1|1|||0,5|1|0|0|0|0|||6,1
U1149-13|1|1|||||0|0|0|0|0|0|2|2|||0|0|0|0|||||1|1|0|0|0|0|||4
U1149-2|2|2|1|1|||0|0|3|3|0|0|1|1|0,5|1|0,75|3|0,25|1|||||1|1|0|0|0|0|||9,5
U1149-4|2|2|||||0|0|1|1|0|0|0|0|||2,1|8|0|0|||||0|0|0|0|0|0|||5,1
U1149-5|||||||0|0|0|0|0|0|1|1|||1,4|6|0|0|||||1|1|0|0|0|0|||3,4
U1149-6|||2|2|||0|0|0|0|0|0|1|1|||0,75|3|0|0|||||1|1|0|0|0|0|||4,75
U1149-7|||1|1|||1|1|0|0|0|0|0,25|1|0,5|1|3,45|10|0|0|||||0|0|0|0|1|1|||7,2
U1149-8|1|1|||||0|0|0|0|0|0|0|0|0,5|1|1,8|7|0|0|||||1|1|0|0|1|1|||5,3
U1149-9|||||||0|0|0|0|0|0|0|0|||0,85|3|0,25|1|||||0|0|0|0|0|0|||1,1
U1150-1|1|1|1,05|2|||0|0|11|11|0|0|0|0|3,5|7|0,75|3|0|0|||1,25|2|1,25|2|0|0|0|0|||19,8
U1151-1|3|3|1|1|||1|1|2|2|0|0|1|1|1|2|2,35|7|0|0|||1|1|2,5|3|0|0|1|1|||15,85
U1151-10|1|1|||||1|1|1|1|0|0|2|2|0,3|1|1|4|0,3|1|||||1|1|0|0|0|0|||7,6
U1151-11|1|1|1|1|||1|1|3|3|0|0|0|0|||1,35|4|0,5|1|||||4,8|5|0|0|0|0|||12,65
U1151-12|2|2|0,5|1|||2|2|0|0|0|0|2|2|0,5|1|0,15|1|0|1|||||3|3|0|0|1|1|||11,15
U1151-13|1|1|2|2|||0|0|2|2|0|0|0|0|||0,3|1|0|1|||||2,8|3|0|0|0|0|1|1|9,1
U1151-14|1|1|||||1|1|2|2|0|0|1|1|||0|0|0|0|||||0|0|0|0|1|1|||6
U1151-15|||||||0|0|0|0|0|0|2|2|||0,3|1|0|0|||||2|2|1|1|0|0|||5,3
U1151-17|||||||0|0|0|0|0|0|0|0|||0,3|1|0|0|||||0|0|0|0|0|0|||0,3
U1151-2|2|2|1|1|||1|1|1|1|0|0|1|1|0,5|1|0,8|2|0|0|||||2,8|3|0|0|1|1|||11,1
U1151-3|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1151-4|3|3|||||0|0|1|1|0|0|0|0|||0,6|2|0|1|||||2|2|0|0|0|0|||6,6
U1151-5|2|2|||||3|3|2|2|0|0|4|4|||0,4|2|0|0|||||2|2|0|0|0|0|||13,4
U1151-6|2|2|||||2|2|2|2|0|0|1|1|||1,3|5|0|0|||||6|6|0|0|2|2|||16,3
U1151-7|||2|2|||0|0|2|2|0|0|0|0|0,5|1|0,9|3|0|1|||||3,8|4|0|0|1|1|||10,2
U1151-8|1|1|1|1|||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||3
U1151-9|1|1|1|1|||1|1|1|1|0|0|0|0|||0,3|1|0|0|||||1,8|2|0|0|0|0|||6,1
U1152-1|1|1|||||1|1|0|0|0|0|2|2|||0,8|3|0|0|||||3|3|0|0|0|0|||7,8
U1152-2|1|1|1|1|||1|1|0|0|0|0|1|1|0,5|1|1,1|7|0|0|||||2|2|0|0|0|0|||7,6
U1152-3|1|1|||||1|1|1|1|0|0|0|0|||1,25|6|0|0|||||0|0|0|0|0|0|||4,25
U1152-4|||||||0|0|0|0|0|0|0|0|1|2|0,1|1|0|0|||||0|0|0|0|0|0|||1,1
U1153-1|4|4|||||0|0|8,5|9|0,45|1|3|3|||9|29|1,6|4|4|4|||2,8|3|0|0|10,2|11|||43,55
U1153-2|||||||0|0|2|2|5,2|6|0|0|||5,1|10|0|1|||||0|0|0|0|3|3|||15,3
U1153-3|1|1|||4|4|1|1|10,5|11|1|1|0|0|2|4|3,35|10|0|1|||2|2|16|16|0|0|4|4|1|1|45,85
U1153-4|||||||0|0|0|0|0|0|0|0|||2,9|9|0|0|||||1|2|0|0|2|2|||5,9
U1153-5|1|1|||||0,3|1|11|12|0|0|1|1|0,5|1|3|9|0,7|2|||||12|13|0|0|2|2|||31,5
U1153-6|4,8|5|||0,9|1|0|0|5,5|6|0|0|2|2|||0|0|0,5|1|||||2,5|3|0|0|1|1|||17,2
U1153-7|1|1|||||0|0|3|3|0|0|0|0|||1,2|2|1|1|1|1|3|3|6|6|1|1|1|1|||18,2
U1154-1|1|1|0,9|1|||0|0|2|2|0|0|0|0|0,5|1|0|0|0|0|1|1|||3|3|0|0|0|0|||8,4
U1154-2|||1|1|||0|0|3|3|0|0|1|1|2,5|5|0|0|0|0|||||2|2|0|0|0|0|||9,5
U1154-3|1|1|4|4|||0|0|2|2|0|0|0|0|1|2|0|0|0|1|||||0|0|0|0|0|0|||8
U1155-1|2|2|||||0|0|1|1|0|0|2|2|||1,5|4|0|0|||||1,8|2|0|0|0|0|||8,3
U1155-2|3|3|||||2|2|1|1|0|0|1|1|||3,45|10|0|0|||||2,8|3|0|0|0|0|||13,25
U1156-1|4|4|||||2|2|3|3|0|0|0|0|||0,3|1|0|0|||||1|1|0|0|0|0|||10,3
U1156-2|||2|2|||0|0|1|1|0|0|0|0|1|2|0|0|0|0|||||2|2|0|0|0|0|||6
U1156-3|||1|1|||1|1|2|2|0|0|0|0|0,5|1|0|0|0|0|||||3|3|0|0|0|0|||7,5
U1156-4|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||2
U1157-1|||||1|1|0|0|3|3|0|0|0|0|0,5|1|4,15|12|1|1|||||4|4|0|0|2|2|||15,65
U1157-2|||||||0|0|0|0|0|0|0|0|||0,3|1|0|0|||||0|0|0|0|1|1|||1,3
U1158-1|1|1|||||2|2|4,5|5|0|0|0|0|3,9|8|5,2|13|0|0|||||1|1|0|0|0|0|||17,6
U1159-1|0,8|1|||||0|0|2|2|0|0|0|0|||2,4|7|1,2|2|||||1|4|0|0|1|1|||8,4
U1160-1|4|4|||1|1|3|3|4|4|0|0|0|0|0,5|1|1,6|5|0,4|1|||||8|8|0|0|0|0|||22,5
U1160-2|1|1|1|1|||1|1|2|2|0|0|0|0|||1,2|4|1|1|||||0,5|1|0|0|0|0|||7,7
U1160-3|1|1|1|1|1|1|1|1|1|1|0|0|0|0|||1,5|6|1|1|||||0,5|1|0|0|1|1|||9
U1161-1|1|1|||||2|2|0|0|0|0|2|2|||2,4|7|2,1|3|1|1|||4|4|1|1|1|1|||16,5
U1162-1|3|3|||||3|3|8|8|0|0|2|2|0,1|1|1,85|6|0,15|2|||1|1|4|4|1|1|1|1|||25,1
U1162-2|1|1|||||2|2|2|2|0|0|0|0|||0,15|1|0|0|1|1|1|1|4|4|0|0|0|0|||11,15
U1163-1|1|1|1|1|||0|0|1|1|0|0|1|1|||0,2|1|0,3|1|||||2|2|0|0|0|0|||6,5
U1163-10|1,8|2|||||1|1|0|0|0|0|0|0|||0|0|0|1|1|1|||2|2|0|0|0|0|||5,8
U1163-11|3|3|||||1|1|4|4|0|0|1|1|||1,1|2|0|1|0,9|1|||1|1|0|0|1|1|||13
U1163-12|1|1|||||0|0|0|0|0|0|0|0|||1,5|5|0|0|||||1|1|0|0|0|0|||3,5
U1163-13|1|1|1|1|||1|1|1|1|0|0|1|1|||1,65|3|1,2|2|0,9|1|||2,5|3|0|0|2|2|1|1|14,25
U1163-14|9|9|||||0|0|3|3|0|0|0|0|||1,85|6|1|1|||||5,4|6|0,5|1|3|3|||23,75
U1163-15|1|1|||1|1|0|0|2|2|0|0|2|2|||0,95|5|0|0|1|1|||4|4|0|0|0|0|||11,95
U1163-16|2|2|1|1|||0|0|2|2|0|0|1|1|||0,15|1|0|0|||||1|1|0|0|0|0|||7,15
U1163-17|1|1|||||0|0|1|1|0|0|2|2|||1,3|2|0|0|||||0,5|1|0|0|0|0|||5,8
U1163-18|2|2|||||0|0|2|2|0|0|0|0|||0|0|0|0|||||2|2|0|0|0|0|||6
U1163-19|3|3|||||1|1|1|2|0|0|0|0|||0,2|1|0|0|||||0|0|0|0|0|0|||5,2
U1163-20|1|1|1|1|||2|2|0|0|0|0|0|0|||0,3|1|0|0|1|1|||2|2|0|0|2|2|||9,3
U1163-21|1|1|||||1|1|1|1|0|0|0|0|||0|0|0|0|||||0|0|0|0|1|1|||4
U1163-22|0,5|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||0,5
U1163-23|1|1|||||1|1|0|0|0|0|2|2|||0|0|0|0|||||1|1|0|0|0|0|||5
U1163-24|||||||0|0|0|0|0|0|1|1|1|1|0|0|0|0|||||0|0|0|0|0|0|||2
U1163-25|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1163-3|2|2|||||1|1|0|0|0|0|0|0|||0,9|3|0|0|||||2|2|0|0|0|0|||5,9
U1163-4|1|1|1|1|||1|1|0|0|0|0|0|0|||0|0|0|0|||||0,8|1|0|0|0|0|||3,8
U1163-5|3|3|||||1|1|0|0|0|0|1|1|||0,6|2|0,2|1|0,8|1|||0|0|0|0|0|0|||6,6
U1163-6|1,5|2|1|1|||1|1|3,2|4|0|0|1,8|2|||1|3|0,6|4|0,5|1|1|1|5,5|9|0|0|1,6|4|0,5|1|19,2
U1163-8|1|1|||||0|0|1|1|0|0|1|1|||3,65|10|0|1|1,9|2|||1|1|0|0|0|0|||9,55
U1163-9|2|2|||||0|0|1|1|0|0|0|0|||1,3|4|0|0|1|1|||1|1|0|0|0|0|||6,3
U1164-1|1|1|||||3|3|5|5|0|0|0|0|2|4|0|0|2|3|||||2,6|3|0|0|0|0|||15,6
U1164-2|1|1|2|2|||1|1|4|4|0|0|0|0|1,5|3|0|0|0,5|1|||||1|1|0|0|0|0|||11
U1165-1|2|2|||||2,2|3|2|2|0|0|0|0|0,5|1|5,8|16|3|4|1|1|||1,4|2|0|0|0,4|1|||18,3
U1166-1|3|3|1|1|||0|0|4|4|0|0|1|1|0,5|1|2,1|12|0,1|3|1|1|||6,9|7|2|2|3|3|||24,6
U1166-2|2|2|||||0|0|1|1|0|0|0|0|||2,95|10|0|1|||||3,1|4|0|0|0|0|||9,05
U1166-3|||2|2|||3|3|2|2|0|0|0|0|1|2|2,2|7|0|1|||||3|3|0|0|0|0|||13,2
U1166-4|6|6|||||1|1|8|8|0|0|0|0|0,5|1|1,7|8|0,1|1|1|1|||1|1|0|0|1|1|||20,3
U1166-5|||||||2|2|0|0|0|0|1|1|||0,85|3|0|0|||||2,8|3|0|0|2|2|||8,65
U1166-6|1|1|||0,8|1|2|2|3|3|0|0|1|1|0,5|1|3,25|9|0,9|1|1|1|||9|9|0|0|0|0|||22,45
U1167-1|1|1|||||0|0|0|0|0|0|0|0|||1,2|3|4|6|||||2|2|0|0|0|0|||8,2
U1167-2|1|1|||||3|3|3|3|0|0|0|0|||1,2|4|0|0|||||2|2|0|0|0|0|||10,2
U1167-3|2|2|||||3,5|4|4|4|0|0|0|0|1,5|3|0,6|2|0|0|||||9|9|0|0|1|1|||21,6
U1168-1|3|3|||||0,5|1|7,85|9|0|0|0|0|||3,2|12|1|1|1|1|||0,9|3|0|0|1|1|||18,45
U1169-1|1|1|||||0|0|1|1|0|0|0|0|||2,1|5|0|0|||||7,5|8|0|0|4|4|||15,6
U1169-2|1|1|||||0|0|2|2|0|0|0|0|||1|4|0|1|||||4|4|0|0|2|2|||10
U1169-3|1|1|||||0|0|0|0|0|0|0|0|||0,9|4|0|0|||||0|0|0|0|2|2|||3,9
U1170-1|2|2|2|2|||5|5|2|2|0|0|0|0|||3,35|6|1|1|1|1|||0|0|0|0|3|3|||19,35
U1170-2|1|1|||||0|0|2|2|0|0|1|1|||0|0|0|0|||||1|1|1|1|1|1|||7
U1170-3|4|4|2|2|||1|1|5|5|0|0|1|1|||1,4|4|1|1|||||3|3|0|0|2|2|||20,4
U1170-4|6,5|7|1|1|||4|4|9,5|10|0|0|1|1|||0,75|2|0|0|||||4|4|0|0|2|2|||28,75
U1170-5|1|1|||||0|0|0|0|0|0|2|2|||0|0|0|0|||||1|1|0|0|0|0|||4
U1170-6|1|1|||||2|2|1|1|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||6
U1171-1|1|1|||||0|0|0|0|0|0|0|0|3,8|8|6,35|21|0|0|||||0|0|0|0|0|0|||11,15
U1172-1|2|2|2|2|||2,5|3|11|11|0|0|3|3|3|6|1,15|4|1,2|2|1|1|||3,8|5|0|0|7|7|||37,65
U1172-2|1|1|1|1|||3|3|5|5|0|0|3|3|1|2|2,8|7|0|1|||1|1|3|3|0|0|0|0|||20,8
U1172-3|3|3|1|1|||1|1|7|7|0|0|0|0|1|2|4,4|12|4,5|6|||2|2|9,7|10|1|1|1|1|||35,6
U1172-5|3|3|1|1|||0|0|3|3|0|0|0|0|0,5|1|3,9|14|7,7|9|||||5|5|1|1|2|2|||27,1
U1172-6|1|1|||||0|0|3|3|0|0|0|0|1,8|4|1,2|4|1,3|2|||||3|3|0|0|2|2|||13,3
U1172-7|||||||0|0|4|4|0|0|0|0|4|8|0|0|0|1|||||3|3|1|1|1,5|2|||13,5
U1172-8|1|1|||||0|0|0|0|0|0|2|2|||0|0|0|0|||||0|0|0|0|0|0|||3
U1173-1|||||||0|0|0|0|0|0|0|0|0,5|1|3,95|13|1|1|||||1|1|0|0|0|0|0,5|1|6,95
U1173-2|||||||0|0|0|0|0|0|0|0|1,3|3|3,4|11|0|0|||||2|2|1|1|1|1|||8,7
U1173-3|||||||0|0|0|0|0|0|0|0|1,5|3|3,2|9|0|0|||2|2|0|0|0|0|0|0|||6,7
U1174-1|2|2|||||1|1|5|5|0|0|1|1|3,3|7|0,6|2|0|1|1|1|||6|6|0|0|0|0|||19,9
U1175-1|1|1|||8|8|0|0|4|4|0|0|1|1|||0,6|2|0|0|||2|2|5,3|6|0|0|0|0|||21,9
U1175-2|||||4|4|3|3|1|1|0|0|0|0|||0|0|0|0|||1|1|3|3|0|0|0|0|||12
U1175-3|||||||0|0|0|0|0|0|0|0|1,45|3|1,5|5|0|1|||||3,5|4|0|0|1|1|0,6|1|8,05
U1175-4|||||3|3|0|0|2|2|0|0|0|0|||0|0|4|5|||||1,8|2|0|0|0|0|||10,8
U1176-1|6|6|||||1|1|1|1|0|0|1|1|||0,95|4|0|0|||||2,7|3|0|0|1|1|||13,65
U1176-2|1,8|2|||||0|0|1|1|0|0|0|0|1,5|3|0,1|1|0|0|||||2|2|0|0|0|0|||6,4
U1177-1|||||||5|5|4|5|1|1|0|0|4|8|0|0|0|0|1|1|||7|7|0|0|0|0|||22
U1178-1|||||||0|0|0|0|0|0|0|0|||5,35|10|1,35|2|||||1|1|0|0|0|0|||7,7
U1178-2|1|1|||||0|0|1|1|0|0|0|0|1|2|5,3|14|1,8|4|||||3|3|0|0|0|0|||13,1
U1178-3|||||||2|2|5|5|0|0|0|0|2|4|5,5|11|8,55|10|||||2|2|0|0|0|0|||25,05
U1178-4|1|1|||||3|3|2,5|3|0|0|1|1|6,5|12|15,5|27|9,2|11|0,5|1|||1,35|2|0|0|0|0|||40,55
U1178-5|||||1|1|1|1|0|0|0|0|0|0|0,8|2|0,5|1|4,5|6|||||0|0|0|0|0|0|||7,8
U1179-1|2|2|1|1|||2|2|3|3|0|0|1|1|||2,75|9|0|1|||||2,8|3|0|0|0|0|||14,55
U1179-2|||||||1|1|0|0|0|0|0|0|||1,05|4|0|1|||||1|1|0|0|1|1|||4,05
U1179-3|||||||3|3|4|4|0|0|0|0|1,7|4|2,4|11|1|1|||1|1|3|3|0|0|0|0|||16,1
U1180-1|1|1|||||0|0|2|2|0|0|0|0|2|4|0|0|0|1|||||1|1|0|0|0|0|||6
U1180-2|3,7|4|1|1|||0|0|5|5|0|0|0|0|1,5|3|0,1|1|0|0|||||2|2|1|1|2|2|||16,3
U1180-3|2|2|||||1|1|6|6|0|0|1|1|1,5|3|0,25|1|0|1|||||1|1|0|0|0|0|||12,75
U1181-1|2|2|||||4|4|7|7|0|0|0|0|0,5|1|0,8|4|2|2|||||3|3|0|0|3|3|||22,3
U1181-2|1,8|2|||||0|0|3|3|0|0|0|0|0,5|1|0,55|2|0|0|1|1|||0|0|0|0|2,05|3|||8,9
U1182-1|||2|2|||0|0|3|3|0|0|0|0|1,5|3|0|0|0|0|||||3|3|0|0|0|0|||9,5
U1182-2|2|2|4|4|||0|0|4|4|0|0|0|0|||0|0|0|0|1|1|0,8|1|2|2|0|0|0|0|||13,8
U1182-3|1|1|7|7|||4|4|4|4|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|1|1|||18,5
U1182-4|||2|2|||1|1|2|2|0|0|0|0|||0|0|0|0|||||1|1|2|2|0|0|||8
U1183-1|11,5|12|4|4|||1|1|8,5|9|0|0|2|2|3,75|8|5|17|2,2|5|2,5|3|2|2|19,8|20|0|0|6|6|||68,25
U1183-2|6,5|7|3|3|||0|0|1|1|0|0|0|0|1,25|3|3|10|0,6|2|||||3|3|0|0|1|1|||19,35
U1183-3|1|1|||||1|1|3|3|0|0|0|0|1,5|3|0,3|1|0|0|||||2,8|3|0|0|1|1|||10,6
U1183-4|1|1|1|1|||1|1|3|3|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||6
U1184-1|1|1|||||0|0|0|0|0|0|0|0|||2|5|2|2|||||0|0|0|0|0|0|||5
U1184-2|2|2|1|1|||1|1|4|4|0|0|0|0|||0|0|4|4|||||2|2|0|0|0|0|||14
U1184-3|1|1|||||0|0|2|2|0|0|0|0|||1,2|4|0|0|||||1|1|0|0|0|0|||5,2
U1184-4|||||||0|0|1|1|0|0|0|0|||0,6|2|0|0|||||1|1|0|0|0|0|||2,6
U1185-1|5,9|6|||||0|0|14|14|0|0|0|0|||2,7|9|1|1|1|1|||0|0|0|0|0|0|||24,6
U1186-1|3|3|1|1|||3|3|5|5|0|0|0|0|2|4|1|5|1,6|3|||||3,6|4|0|0|1|1|||21,2
U1186-2|1|1|||||0|0|2|2|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||4
U1187-1|||1|1|||2|2|3|3|0|0|1|1|1,5|3|0,3|1|0|0|||||1|1|0|0|0,5|1|||10,3
U1187-2|1|1|||||1|1|3|3|0|0|0|0|2,3|7|0,7|3|1|1|||||1|1|0|0|0|0|||10
U1188-1|2|2|1|1|||0|0|10|10|0|0|0|0|4,35|11|1,1|5|0|0|||0,5|1|1,25|2|1|1|1|1|||22,2
U1189-1|0,8|1|||||1|1|2|2|0|0|0|0|||4,2|16|2|2|0,8|1|||2|2|0|0|3|3|||15,8
U1190-1|||||||2|2|0|0|1|1|0|0|1|2|1,1|3|5|5|||1|1|8,25|9|0|0|3,6|4|||22,95
U1191-1|1|1|3|3|||1|1|1|1|1|1|1|1|||0|0|0|0|||||0|0|0|0|2|2|||10
U1191-10|||4|4|||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||5
U1191-11|0,8|1|3|3|||0|0|1|1|0|0|2|2|0,5|1|0|0|0|0|0,8|1|||3|3|0|0|1|1|||12,1
U1191-12|4|4|2,9|3|||0|0|1|1|0|0|1|1|1,5|3|0|0|0|0|||||1,5|2|0|0|3|3|||14,9
U1191-13|||||||0|0|0|0|0|0|0|0|||1,4|6|0|0|||||0,25|1|0|0|0|0|||1,65
U1191-14|||1|1|||0|0|0|0|0|0|0|0|||0|0|0|0|||||1|1|0|0|0|0|||2
U1191-15|||2|2|||0|0|0|0|0|0|0|0|||0,6|2|0|0|||||1,5|2|0|0|1|1|||5,1
U1191-16|2|2|||||0|0|0|0|0|0|1|1|||0|0|0|0|||||0|0|0|0|0|0|||3
U1191-18|||2|2|||0|0|1|1|0|0|0|0|||0,3|1|0|1|||||0|0|0|0|1|1|||4,3
U1191-19|1|1|1|1|||0|0|0|0|0|0|0|0|0,5|1|0|0|0|0|||||0|0|0|0|1|1|||3,5
U1191-2|1|1|3|3|||0|0|3|3|0|0|0|0|1|2|0,25|1|0|1|||1|1|1|1|0|0|2|2|||12,25
U1191-20|1|1|1|1|||0|0|0|0|0|0|1|1|||0|0|0|0|||||0|0|0|0|1|1|||4
U1191-21|3|3|||||1|1|0|0|0|0|2|2|0,5|1|0|0|0|0|||||0|0|0|0|5|5|||11,5
U1191-22|||1|1|||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1191-23|||||||0|0|0|0|0|0|1|1|||0|0|0|0|||||0|0|0|0|0|0|||1
U1191-3|3|3|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||3
U1191-4|3|3|1|1|||0|0|0|0|0|0|0|0|||0,3|1|0|0|||||2|2|0|0|0|0|||6,3
U1191-5|1|1|4|4|||0|0|0|0|1|1|1|1|||0|0|0|0|1|1|||2,5|3|0|0|6|6|||16,5
U1191-6|1|1|2|2|||0|0|1|1|0|0|0|0|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||5,5
U1191-7|1|1|3|3|||0|0|1|1|0|0|0|0|||0,4|2|0|0|||||1|1|0|0|0|0|||6,4
U1191-8|1|1|2|2|||0|0|1|1|0|0|1|1|0,5|1|2|2|0|1|1|1|||3|3|0|0|0|0|||11,5
U1191-9|1|1|2|2|||0|0|1|1|0|0|1|1|0,5|1|0|0|0|0|||||1|1|0|0|0|0|||6,5
U1192-1|||||||4|4|9,5|10|0|0|0|0|5|9|3,25|6|1,65|3|||||6,5|7|0|0|0|0|0,6|1|30,5
U1193-1|1|1|||||1|1|0|0|0|0|0|0|||2,75|8|0,5|1|||||1|1|0|0|0|0|||6,25
U1193-2|1,5|2|||||0|0|0|0|0|0|0|0|0,5|1|3|7|0|2|||||1|1|0|0|0|0|||6
U1193-3|1|1|||||0|0|0|0|0|0|2|2|||0,9|3|0|1|||||1|1|0|0|1|1|||5,9
U1193-4|||||||0|0|0|0|0|0|0|0|3|6|4,5|11|0|1|||||4|4|0|0|0|0|||11,5
U1194-1|3|3|1|1|||1|1|7,4|8|0|0|2|2|1|2|0,5|2|3,2|4|||||3|3|0|0|3|3|||25,1
U1194-10|2|2|2|2|||0|0|2|2|0|0|0|0|0,5|1|1,1|2|0|0|||||1|1|0|0|1|1|||9,6
U1194-11|1|1|4|4|||0|0|3|3|0|0|1|1|||0,3|1|0|0|||||0|0|0|0|0|0|||9,3
U1194-12|2|2|1|1|||0|0|5|5|0|0|0|0|1|2|1,1|3|0,5|1|||||1,5|3|0|0|3|3|||15,1
U1194-2|3|3|||||1|1|6|6|1|1|0|0|2,5|5|0,1|1|0,5|1|||||3|3|0|0|0|0|||17,1
U1194-3|2|2|1|1|||0|0|2|2|0|0|0|0|||0|0|0|0|||||0,8|1|0|0|0|0|||5,8
U1194-4|2|2|1|1|||0|0|6|6|0|0|1|1|||1,1|4|2|2|||||2|2|0|0|1|1|||16,1
U1194-5|1|1|||||0|0|2|2|0|0|1|1|0,5|1|1|1|0|0|||||1|1|0|0|0|0|||6,5
U1194-6|1|1|1|1|||0|0|1|1|0|0|0|0|||0,4|2|0|0|||1|1|1|1|0|0|0|0|||5,4
U1194-7|4|4|||||1|1|1|1|0|0|2|2|||0,3|1|0|0|||||0,8|1|0|0|1|1|||10,1
U1194-8|4|4|1|1|||0|0|3|3|0|0|1|1|||0,55|2|0|0|||||3|3|0|0|1|1|||13,55
U1194-9|3|3|||||1|1|2|2|0|0|0|0|||0|0|0|0|||||1|1|0|0|1|1|||8
U1195-1|3,95|4|1|1|||0|0|3|3|1|1|1|1|||3,65|9|7,5|8|1,8|2|||7,5|9|0|0|0|0|||30,4
U1195-2|2|2|||||0|0|2|2|0|0|0|0|1|2|0|0|0|0|1|1|||0|0|0|0|0|0|||6
U1196-1|3|3|1|1|||1|1|6|6|0|0|1|1|0,5|1|0|0|0|1|3|3|3|3|3|3|0|0|0|0|||21,5
U1196-2|2|2|6|6|||0|0|0|0|1|1|0|0|0,5|1|0,1|1|0|1|||1|1|5|5|0|0|0|0|||15,6
U1197-1|1|1|2|2|||0|0|0|0|0|0|0|0|0,5|1|0,9|3|0|2|||1|1|4|4|0|0|0|0|1|1|10,4
U1197-2|3|3|3|3|||1,8|3|3,5|4|2|2|2|2|0,8|2|0|0|3|3|||||5|5|1|1|0|0|||25,1
U1198-1|1|1|3|3|||0|0|1|1|0|0|0|0|1|2|0|0|0|0|||||1|1|0|0|1|1|||8
U1198-2|1|1|1|1|||0|0|1|1|0|0|0|0|4|7|0|0|0|0|||||3|3|0|0|0|0|1|1|11
U1201-1|1|1|||2|2|5|5|1|1|0|0|0|0|||0|0|0|0|||||4|4|0|0|0|0|||13
U1201-2|||1|1|||4|4|6|6|2|2|0|0|||0|0|2|4|||||3|3|0|0|0|0|||18
U1201-3|||||1|1|0|0|3|3|0|0|1|1|||0|0|1|1|||||3|3|0|0|0|0|||9
U1202-1|3|3|||1|1|3|3|1|1|0|0|0,5|1|1|1|0,1|1|3|3|||||4,65|5|0|0|0|0|||17,25
U1203-1|1|1|1|1|||0|0|1|1|1|1|0|0|||1,4|4|0|0|1|1|||1|1|1|1|2|2|||10,4
U1204-1|2|2|1|1|||1|1|4|4|0|0|0|0|2,35|5|0|0|2|3|||0,8|1|3,9|5|1|1|0|0|||18,05
U1205-1|3|3|||||0|0|0|0|0|0|0|0|1,05|3|0,55|3|2|2|||||1|1|0|0|0|0|||7,6
U1205-2|2|2|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||2
U1205-3|1|1|||||0|0|0|0|0|0|0|0|||0|0|0|0|||||0|0|0|0|0|0|||1
U1206-1|1|1|3|3|||0|0|0|0|0|0|0|0|2|4|2,1|7|0|0|||1|1|0|0|0|0|0|0|||9,1
U1206-2|1|1|3|3|||0|0|0|0|0|0|0|0|2,5|5|0,1|1|0|0|||||2,4|3|0|0|1|1|||10
U1206-3|||2|2|||0|0|0|0|0|0|0|0|1,8|4|1,2|4|0|0|||2|2|2|2|0|0|0,5|1|||9,5
U1207-1|1|1|||3|3|1|1|1|1|0|0|0|0|2|4|3,5|7|0|1|||3|3|5|5|0|0|11|11|||30,5
